: magkasalungat-words
mapagbigay nakaraan  makasarili  hinaharap 
maliwanag natural  madilim  artipisyal
malapit mayaman  malayo  mahirap
ito sariwa  iyan  bulok
kanan natural  kaliwa  artipisyal
bukas lahat  sarado  wala
ayusin itigil  sirain   ituloy 
hinog hulihin  hilaw  pakawalan
maaga manalo  huli  matalo
buhay takot  patay  matapang
mahiyain palagi  agresibo  bihira
bata loob  matanda   labas
dito marami  diyan  iilan
buo hulihin  kulang  pakawalan
magalang malinis  bastos  marumi
masikip suwerte  maluwag  malas
malaki masaya  maliit  malungkot
akyat malalim  baba   mababaw
puno umpisa  walang  wakas
matangkad nakaraan  pandak  hinaharap 
panalo suwerte  talo  malas
lahat matangkad  wala  pandak
mahal manalo  mura expensive  matalo
itago tulak  ipakita  hila 
baguhan tanong  beterano  sagot
pagsilang palagi  pagkamatay  bihira
itim makinis  puti  magaspang
malawak tulog  makitid  gising 
hinog itago  hilaw  ipakita
maingay natural  tahimik  artipisyal
buhay itigil  patay  ituloy 
hinog mayaman  hilaw  mahirap
ikabit tulak  ihiwalay  hila 
matagal panalo  maigsi  talo
bukas puno  sarado  walang
mayaman suwerte  mahirap  malas
mabangis marami  maamo  iilan
araw mag-ipon  gabi   gumastos
ayusin babae  sirain   lalaki 
ibigay ikabit  tanggapin  ihiwalay
bukas tama  sarado  mali
itigil tama  ituloy   mali
mabigat marami  magaan  iilan
dito malalim  diyan  mababaw
ilalim kaibigan  ibabaw  kaaway
posible tunay  imposible  peke
dumating kanan  umalis  kaliwa
manalo umpisa  matalo  wakas
ngiti puno  simangot  walang
ilalim sobra  ibabaw  kulang
itago itigil  ipakita  ituloy 
ibigay maingay  tanggapin  tahimik
magtagumpay marami  mabig  iilan
dumating malapot  umalis  malabnaw
harap masipag  likod  tamad
itago magtagumpay  ipakita  mabig
kaibigan mabuti  kaaway  masama
kaibigan umpisa  kaaway  wakas
buhay dumating  patay  umalis
hawakan magkapareho  bitawan  magkaiba
kaibigan palagi  kaaway  bihira
maliwanag palagi  madilim  bihira
mahiyain nakaraan  agresibo  hinaharap 
malapot matalim  malabnaw  mapurol
malalim tandaan  mababaw  kalimutan
maganda maingay  pangit  tahimik
matangkad tulog  pandak  gising 
mapagbigay simple  makasarili  komplikado
ibigay matagal  tanggapin  maigsi
maayos maganda  magulo  pangit
natural tulog  artipisyal  gising 
mabilis maliwanag  mabagal  madilim
palagi simple  bihira  komplikado
baguhan bukas  beterano  sarado
gutom maliwanag  busog  madilim
maayos tanong  magulo  sagot
babae basa  lalaki   tuyo 
malinaw suwerte  malabo clear  malas
malawak sariwa  makitid  bulok
magtagumpay matalim  mabig  mapurol
bata masikip  matanda   maluwag
loob matagal  labas  maigsi
akyat malinis  baba   marumi
ibigay itago  tanggapin  ipakita
mahal malinis  mura expensive  marumi
mabangis masipag  maamo  tamad
bata makinis  matanda   magaspang
babae masipag  lalaki   tamad
masipag tulog  tamad  gising 
hawakan malapit  bitawan  malayo
dito posible  diyan  imposible
bata ito  matanda   iyan
mahirap sariwa  madali  bulok
abante matagal  atras   maigsi
magtagumpay masipag  mabig  tamad
marami natural  iilan  artipisyal
ihagis maliwanag  saluhin  madilim
hawakan magalang  bitawan  bastos
maaga mabuti  huli  masama
langit tandaan  lupa  kalimutan
malawak tanong  makitid  sagot
hinog makinis  hilaw  magaspang
mahirap tulog  madali  gising 
panalo sariwa  talo  bulok
kongkreto matangkad  basal  pandak
ito malalim  iyan  mababaw
malinaw pagsilang  malabo clear  pagkamatay
matagal nakaraan  maigsi  hinaharap 
masipag nakaraan  tamad  hinaharap 
itim malapot  puti  malabnaw
matalim takot  mapurol  matapang
matagal sobra  maigsi  kulang
magtiwala palagi  mag-alinlangan  bihira
bago marami  luma   iilan
ibigay mayaman  tanggapin  mahirap
basa panalo  tuyo   talo
mag-ipon mataba  gumastos  payat
mapagbigay ngiti  makasarili  simangot
masikip simple  maluwag  komplikado
hawakan ngiti  bitawan  simangot
loob magtiwala  labas  mag-alinlangan
ayusin pagsilang  sirain   pagkamatay
malaki maliwanag  maliit  madilim
maayos sobra  magulo  kulang
baguhan tama  beterano  mali
mahirap mataba  madali  payat
nakaraan sobra  hinaharap   kulang
mainit sobra  malamig  kulang
magtiwala tama  mag-alinlangan  mali
mainit marami  malamig  iilan
dito hinog  diyan  hilaw
loob takot  labas  matapang
harap puno  likod  walang
mapagbigay tulak  makasarili  hila 
bata itigil  matanda   ituloy 
mag-ipon malapot  gumastos  malabnaw
ibigay itago  tanggapin  ipakita
posible tunay  imposible  peke
mabilis tanong  mabagal  sagot
pagsilang tulog  pagkamatay  gising 
bata itim  matanda   puti
bata maayos  matanda   magulo
ihagis una  saluhin  huli
dito tunay  diyan  peke
nakaraan palagi  hinaharap   bihira
ihagis umpisa  saluhin  wakas
hulihin mainit  pakawalan  malamig
mahiyain mainit  agresibo  malamig
abante hawakan  atras   bitawan
mag-ipon makinis  gumastos  magaspang
kongkreto mahaba  basal  maikli
ayusin tandaan  sirain   kalimutan
maganda manalo  pangit  matalo
bata kaibigan  matanda   kaaway
ligtas mataas  mapanganib  mababa
lahat natural  wala  artipisyal
bata malawak  matanda   makitid
harap mahal  likod  mura expensive
tama tanong  mali  sagot
bago harap  luma   likod
mabuti malinis  masama  marumi
malapot malinis  malabnaw  marumi
abante mabilis  atras   mabagal
hulihin malalim  pakawalan  mababaw
posible simple  imposible  komplikado
araw palagi  gabi   bihira
ayusin maaga  sirain   huli
malaki matangkad  maliit  pandak
akyat hawakan  baba abante atras   bitawan
malinis matalim  marumi  mapurol
ayusin matagal  sirain   maigsi
magalang simple  bastos  komplikado
buhay matangkad  patay  pandak
dito magtiwala  diyan  mag-alinlangan
maganda mahiyain  pangit  agresibo
mabilis puno  mabagal  walang
mabigat panalo  magaan  talo
masikip nakaraan  maluwag  hinaharap 
baguhan ngiti  beterano  simangot
langit malalim  lupa  mababaw
magalang sariwa  bastos  bulok
mahiyain masikip  agresibo  maluwag
kanan maingay  kaliwa  tahimik
masipag tulak  tamad  hila 
mahal sariwa  mura expensive  bulok
buo hulihin  kulang  pakawalan
mahaba sariwa  maikli  bulok
mainit tulak  malamig  hila 
malapot posible  malabnaw  imposible
ikabit maayos  ihiwalay  magulo
ilalim tama  ibabaw  mali
kanan matalim  kaliwa  mapurol
malambot maliwanag  matigas  madilim
malawak sobra  makitid  kulang
lahat maayos  wala  magulo
magtagumpay malinaw  mabig  malabo clear
loob magtagumpay  labas  mabig
matangkad takot  pandak  matapang
akyat puno  baba abante atras   walang
dumating hulihin  umalis  pakawalan
ikabit matangkad  ihiwalay  pandak
bago palagi  luma   bihira
dito malapot  diyan  malabnaw
ilalim malapot  ibabaw  malabnaw
babae sobra  lalaki   kulang
araw malaki  gabi   maliit
akyat masipag  baba abante atras   tamad
hawakan mainit  bitawan  malamig
malinis mataas  marumi  mababa
maganda mayaman  pangit  mahirap
maganda palagi  pangit  bihira
maaga magkapareho  huli  magkaiba
akyat malinis  baba   marumi
hinog malaki  hilaw  maliit
makinis malinaw  magaspang  malabo clear
malalim ngiti  mababaw  simangot
mahaba tulog  maikli  gising 
ihagis nakaraan  saluhin  hinaharap 
malambot mapagbigay  matigas  makasarili
magalang mainit  bastos  malamig
mabilis malapit  mabagal  malayo
matagal puno  maigsi  walang
pagsilang tulak  pagkamatay  hila 
kanan magtagumpay  kaliwa  mabig
ihagis matagal  saluhin  maigsi
mabangis magalang  maamo  bastos
ihagis itim  saluhin  puti
mayaman tulog  mahirap  gising 
malapot tama  malabnaw  mali
magalang mapagbigay  bastos  makasarili
mainit tunay  malamig  peke
gutom malinaw  busog  malabo clear
araw puno  gabi   walang
buhay malakas  patay  mahina
basa tulak  tuyo   hila 
buhay harap  patay  likod
bata puno  matanda   walang
mabuti mahal  masama  mura expensive
masaya sobra  malungkot  kulang
matalim tulak  mapurol  hila 
mahaba pagsilang  maikli  pagkamatay
makinis masaya  magaspang  malungkot
babae makapal  lalaki   manipis
malapot malinaw  malabnaw  malabo clear
buhay ligtas  patay  mapanganib
ibigay maingay  tanggapin  tahimik
bata kaibigan  matanda   kaaway
abante harap  atras   likod
hinog mainit  hilaw  malamig
makapal malawak  manipis  makitid
maganda malinaw  pangit  malabo clear
bakante tanong  okupado  sagot
bukas mayaman  sarado  mahirap
dito simple  diyan  komplikado
basa puno  tuyo   walang
maayos panalo  magulo  talo
dumating simple  umalis  komplikado
baguhan buhay  beterano  patay
malapit mataas  malayo  mababa
ligtas matagal  mapanganib  maigsi
kanan malakas  kaliwa  mahina
maayos magalang  magulo  bastos
abante bago  atras   luma 
mag-ipon sariwa  gumastos  bulok
magalang masaya  bastos  malungkot
akyat magkapareho  baba   magkaiba
malapit tanong  malayo  sagot
natural una  artipisyal  huli
kongkreto mataba  basal  payat
kaibigan mahiyain  kaaway  agresibo
ligtas mahirap  mapanganib  madali
malambot natural  matigas  artipisyal
kanan mabangis  kaliwa  maamo
malaki nakaraan  maliit  hinaharap 
akyat sobra  baba abante atras   kulang
matangkad mayaman  pandak  mahirap
itigil malakas  ituloy   mahina
maaga mag-ipon  huli  gumastos
manalo magkapareho  matalo  magkaiba
kongkreto tandaan  basal  kalimutan
mabilis mahiyain  mabagal  agresibo
maaraw posible  maulan  imposible
mabigat palagi  magaan  bihira
itigil suwerte  ituloy   malas
mabuti mahirap  masama  madali
malaki palagi  maliit  bihira
hinog panalo  hilaw  talo
araw manalo  gabi   matalo
hinog mahiyain  hilaw  agresibo
araw mapagbigay  gabi   makasarili
maaraw ngiti  maulan  simangot
puno tandaan  walang  kalimutan
malakas sobra  mahina  kulang
mag-ipon masikip  gumastos  maluwag
ito malawak  iyan  makitid
malapot palagi  malabnaw  bihira
ligtas matangkad  mapanganib  pandak
mabangis sobra  maamo  kulang
babae kongkreto  lalaki   basal
buhay hinog  patay  hilaw
buo loob  kulang  labas
mabangis manalo  maamo  matalo
ilalim magalang  ibabaw  bastos
malinis mapagbigay  marumi  makasarili
dumating matagal  umalis  maigsi
ihagis nakaraan  saluhin  hinaharap 
makinis una  magaspang  huli
ikabit ligtas  ihiwalay  mapanganib
bakante ibigay  okupado  tanggapin
itigil umpisa  ituloy   wakas
magalang masaya  bastos  malungkot
dito mabigat  diyan  magaan
abante tanong  atras   sagot
maaraw magtagumpay  maulan  mabig
panalo una  talo  huli
ilalim malinaw  ibabaw  malabo clear
araw buhay  gabi   patay
ihagis malakas  saluhin  mahina
ilalim maayos  ibabaw  magulo
bukas itago  sarado  ipakita
bukas magtiwala  sarado  mag-alinlangan
hawakan takot  bitawan  matapang
harap mabilis  likod  mabagal
simple tulak  komplikado  hila 
mabilis mag-ipon  mabagal  gumastos
ihagis mahaba  saluhin  maikli
akyat bakante  baba abante atras   okupado
mahaba malawak  maikli  makitid
ikabit makinis  ihiwalay  magaspang
ikabit ito  ihiwalay  iyan
loob mahaba  labas  maikli
hulihin maingay  pakawalan  tahimik
araw magtiwala  gabi   mag-alinlangan
harap posible  likod  imposible
maganda mag-ipon  pangit  gumastos
ikabit marami  ihiwalay  iilan
harap matalim  likod  mapurol
ayusin basa  sirain   tuyo 
nakaraan puno  hinaharap   walang
magtagumpay malalim  mabig  mababaw
posible simple  imposible  komplikado
mainit mataba  malamig  payat
matagal magkapareho  maigsi  magkaiba
basa itim  tuyo   puti
mahiyain una  agresibo  huli
akyat mabangis  baba abante atras   maamo
malapot magkapareho  malabnaw  magkaiba
kongkreto maayos  basal  magulo
maaga malinaw  huli  malabo clear
kanan tulak  kaliwa  hila 
mahirap puno  madali  walang
loob umpisa  labas  wakas
maaga matangkad  huli  pandak
mahal sariwa  mura expensive  bulok
magalang mahaba  bastos  maikli
mainit malaki  malamig  maliit
makinis malalim  magaspang  mababaw
malalim tanong  mababaw  sagot
kongkreto lahat  basal  wala
ito malalim  iyan  mababaw
harap tunay  likod  peke
masipag suwerte  tamad  malas
masikip sobra  maluwag  kulang
gutom mahal  busog  mura expensive
malalim malapit  mababaw  malayo
masaya mayaman  malungkot  mahirap
bata hulihin  matanda   pakawalan
kanan suwerte  kaliwa  malas
mahal tanong  mura expensive  sagot
magtagumpay nakaraan  mabig  hinaharap 
malinaw marami  malabo clear  iilan
mainit suwerte  malamig  malas
mahirap mataba  madali  payat
akyat langit  baba abante atras   lupa
mahal maliwanag  mura expensive  madilim
mahirap mapagbigay  madali  makasarili
ayusin mag-ipon  sirain   gumastos
itago masaya  ipakita  malungkot
magkapareho umpisa  magkaiba  wakas
ikabit mapagbigay  ihiwalay  makasarili
ito magtagumpay  iyan  mabig
maaraw mabuti  maulan  masama
matagal sariwa  maigsi  bulok
gutom tanong  busog  sagot
itim malapit  puti  malayo
magalang tulak  bastos  hila 
bata hinog  matanda   hilaw
dito malinis  diyan  marumi
loob natural  labas  artipisyal
maingay posible  tahimik  imposible
mabangis masaya  maamo  malungkot
kongkreto makinis  basal  magaspang
hawakan maayos  bitawan  magulo
buhay maaga  patay  huli
ngiti palagi  simangot  bihira
mahirap marami  madali  iilan
hinog ito  hilaw  iyan
masaya tandaan  malungkot  kalimutan
bakante sariwa  okupado  bulok
ibigay kongkreto  tanggapin  basal
mabigat mahal  magaan  mura expensive
ito tama  iyan  mali
itim takot  puti  matapang
bakante maliwanag  okupado  madilim
mainit sobra  malamig  kulang
malakas malapot  mahina  malabnaw
mabigat magkapareho  magaan  magkaiba
maayos suwerte  magulo  malas
bago ngiti  luma   simangot
maganda magtiwala  pangit  mag-alinlangan
bakante matalim  okupado  mapurol
maaraw tulak  maulan  hila 
ihagis maganda  saluhin  pangit
makinis tulog  magaspang  gising 
harap palagi  likod  bihira
araw dumating  gabi   umalis
masikip sariwa  maluwag  bulok
mabilis maganda  mabagal  pangit
ikabit kaibigan  ihiwalay  kaaway
maingay malawak  tahimik  makitid
maaraw matangkad  maulan  pandak
harap maingay  likod  tahimik
basa kanan  tuyo   kaliwa
itigil mainit  ituloy   malamig
mayaman sariwa  mahirap  bulok
buhay dumating  patay  umalis
ikabit palagi  ihiwalay  bihira
hulihin kanan  pakawalan  kaliwa
magtiwala magkapareho  mag-alinlangan  magkaiba
basa mataba  tuyo   payat
itago puno  ipakita  walang
itago malapot  ipakita  malabnaw
magtiwala mahiyain  mag-alinlangan  agresibo
ilalim pagsilang  ibabaw  pagkamatay
ligtas mabuti  mapanganib  masama
malakas suwerte  mahina  malas
ilalim matalim  ibabaw  mapurol
buhay umpisa  patay  wakas
panalo sobra  talo  kulang
kanan maliwanag  kaliwa  madilim
akyat ayusin  baba abante atras   sirain 
abante basa  atras   tuyo 
kaibigan mainit  kaaway  malamig
hulihin magtagumpay  pakawalan  mabig
panalo posible  talo  imposible
abante makinis  atras   magaspang
hinog posible  hilaw  imposible
kanan mahaba  kaliwa  maikli
dito sobra  diyan  kulang
malalim malinaw  mababaw  malabo clear
hulihin malaki  pakawalan  maliit
magtagumpay mahiyain  mabig  agresibo
maganda maliwanag  pangit  madilim
kaibigan nakaraan  kaaway  hinaharap 
dito itim  diyan  puti
itim tanong  puti  sagot
harap sariwa  likod  bulok
itigil mahirap  ituloy   madali
ikabit masikip  ihiwalay  maluwag
mabangis malinaw  maamo  malabo clear
kaibigan masaya  kaaway  malungkot
lahat mataas  wala  mababa
maayos malambot  magulo  matigas
mag-ipon simple  gumastos  komplikado
malalim malambot  mababaw  matigas
makapal posible  manipis  imposible
malalim panalo  mababaw  talo
ihagis posible  saluhin  imposible
maganda mahal  pangit  mura expensive
marami suwerte  iilan  malas
bago malapit  luma   malayo
kanan takot  kaliwa  matapang
baguhan buo  beterano  kulang
malakas natural  mahina  artipisyal
mag-ipon palagi  gumastos  bihira
araw magtagumpay  gabi   mabig
malapit ngiti  malayo  simangot
gutom sariwa  busog  bulok
akyat matangkad  baba   pandak
buhay puno  patay  walang
mag-ipon makapal  gumastos  manipis
malaki natural  maliit  artipisyal
dumating lahat  umalis  wala
masikip tanong  maluwag  sagot
manalo pagsilang  matalo  pagkamatay
kaibigan panalo  kaaway  talo
bago mataba  luma   payat
gutom maaga  busog  huli
abante itigil  atras   ituloy 
mahirap malinaw  madali  malabo clear
mag-ipon panalo  gumastos  talo
lahat maaraw  wala  maulan
maaraw posible  maulan  imposible
bago ilalim  luma   ibabaw
malawak masipag  makitid  tamad
mabilis mapagbigay  mabagal  makasarili
ibigay mainit  tanggapin  malamig
itago mainit  ipakita  malamig
malapot mataas  malabnaw  mababa
mahal ngiti  mura expensive  simangot
itigil mabuti  ituloy   masama
malakas ngiti  mahina  simangot
maingay matagal  tahimik  maigsi
buhay magtagumpay  patay  mabig
mainit malaki  malamig  maliit
bakante palagi  okupado  bihira
magtiwala malapot  mag-alinlangan  malabnaw
dito itigil  diyan  ituloy 
hawakan tanong  bitawan  sagot
mahaba makinis  maikli  magaspang
babae bata  lalaki   matanda 
panalo magkapareho  talo  magkaiba
hawakan maaga  bitawan  huli
ilalim tandaan  ibabaw  kalimutan
mahal masikip  mura expensive  maluwag
bago makinis  luma   magaspang
akyat maaraw  baba   maulan
hawakan mapagbigay  bitawan  makasarili
malapit tulog  malayo  gising 
basa tama  tuyo   mali
maaga maingay  huli  tahimik
abante magkapareho  atras   magkaiba
itim tama  puti  mali
mahiyain tulak  agresibo  hila 
bakante mataba  okupado  payat
nakaraan magkapareho  hinaharap   magkaiba
bukas tunay  sarado  peke
babae malawak  lalaki   makitid
magtiwala maliwanag  mag-alinlangan  madilim
araw kanan  gabi   kaliwa
maganda malinis  pangit  marumi
itigil mahiyain  ituloy   agresibo
hulihin mabangis  pakawalan  maamo
kaibigan ngiti  kaaway  simangot
baguhan umpisa  beterano  wakas
hulihin nakaraan  pakawalan  hinaharap 
masikip tanong  maluwag  sagot
magtagumpay malapit  mabig  malayo
makinis magkapareho  magaspang  magkaiba
malinaw una  malabo clear  huli
bata mahiyain  matanda   agresibo
palagi sobra  bihira  kulang
malaki masipag  maliit  tamad
makapal tandaan  manipis  kalimutan
magalang posible  bastos  imposible
maganda mag-ipon  pangit  gumastos
mainit mataas  malamig  mababa
maliwanag marami  madilim  iilan
ibigay natural  tanggapin  artipisyal
kanan manalo  kaliwa  matalo
buhay sobra  patay  kulang
sariwa tama  bulok  mali
mayaman puno  mahirap  walang
mayaman puno  mahirap  walang
malambot panalo  matigas  talo
maingay masaya  tahimik  malungkot
itim sobra  puti  kulang
lahat magtagumpay  wala  mabig
ihagis mahirap  saluhin  madali
ayusin tandaan  sirain   kalimutan
kaibigan maaga  kaaway  huli
kongkreto marami  basal  iilan
itim maganda  puti  pangit
ikabit malapit  ihiwalay  malayo
maayos sariwa  magulo  bulok
mahaba makapal  maikli  manipis
mahaba mayaman  maikli  mahirap
akyat ito  baba abante atras   iyan
matangkad takot  pandak  matapang
ayusin kaibigan  sirain   kaaway
mabuti malinaw  masama  malabo clear
sariwa tandaan  bulok  kalimutan
magalang tama  bastos  mali
basa mainit  tuyo   malamig
maaga tandaan  huli  kalimutan
mahiyain malambot  agresibo  matigas
bago mapagbigay  luma   makasarili
maingay tulog  tahimik  gising 
masipag magkapareho  tamad  magkaiba
basa matalim  tuyo   mapurol
magkapareho puno  magkaiba  walang
maingay malakas  tahimik  mahina
bago malaki  luma   maliit
maliwanag matangkad  madilim  pandak
malambot umpisa  matigas  wakas
mag-ipon masaya  gumastos  malungkot
makapal masaya  manipis  malungkot
malawak ngiti  makitid  simangot
masaya tandaan  malungkot  kalimutan
mabilis tandaan  mabagal  kalimutan
malinis panalo  marumi  talo
baguhan gutom  beterano  busog
mahaba masaya  maikli  malungkot
mahirap masaya  madali  malungkot
malawak suwerte  makitid  malas
mahaba posible  maikli  imposible
ngiti umpisa  simangot  wakas
bakante manalo  okupado  matalo
bakante palagi  okupado  bihira
itim mataas  puti  mababa
makinis masaya  magaspang  malungkot
buo tanong  kulang  sagot
malambot masipag  matigas  tamad
suwerte tandaan  malas  kalimutan
mabuti magalang  masama  bastos
loob umpisa  labas  wakas
malinis natural  marumi  artipisyal
mabangis ngiti  maamo  simangot
maayos maliwanag  magulo  madilim
kongkreto lahat  basal  wala
araw malalim  gabi   mababaw
mabilis maingay  mabagal  tahimik
hulihin malakas  pakawalan  mahina
mabuti maingay  masama  tahimik
hinog takot  hilaw  matapang
bukas matangkad  sarado  pandak
mataba matalim  payat  mapurol
araw sobra  gabi   kulang
buhay palagi  patay  bihira
bago magkapareho  luma   magkaiba
hinog mag-ipon  hilaw  gumastos
abante gutom  atras   busog
ito suwerte  iyan  malas
puno tulak  walang  hila 
bata buo  matanda   kulang
malakas ngiti  mahina  simangot
ilalim kanan  ibabaw  kaliwa
ito maaraw  iyan  maulan
ligtas tanong  mapanganib  sagot
dumating matangkad  umalis  pandak
maingay marami  tahimik  iilan
malapit puno  malayo  walang
gutom matalim  busog  mapurol
makapal masipag  manipis  tamad
bata magkapareho  matanda   magkaiba
malapit nakaraan  malayo  hinaharap 
ilalim mahiyain  ibabaw  agresibo
ngiti takot  simangot  matapang
lahat masipag  wala  tamad
hawakan masikip  bitawan  maluwag
itigil maaraw  ituloy   maulan
pagsilang takot  pagkamatay  matapang
ilalim ngiti  ibabaw  simangot
ito malalim  iyan  mababaw
makinis tanong  magaspang  sagot
ihagis tunay  saluhin  peke
maaraw malambot  maulan  matigas
abante mayaman  atras   mahirap
makapal malapit  manipis  malayo
ilalim malakas  ibabaw  mahina
masipag nakaraan  tamad  hinaharap 
mabilis mahirap  mabagal  madali
manalo matagal  matalo  maigsi
basa palagi  tuyo   bihira
malapot panalo  malabnaw  talo
kaibigan makapal  kaaway  manipis
ibigay malalim  tanggapin  mababaw
itago maayos  ipakita  magulo
makapal mataas  manipis  mababa
mahiyain takot  agresibo  matapang
mabangis mabigat  maamo  magaan
natural umpisa  artipisyal  wakas
panalo puno  talo  walang
posible tama  imposible  mali
ilalim ligtas  ibabaw  mapanganib
araw dito  gabi   diyan
malambot tulak  matigas  hila 
mapagbigay simple  makasarili  komplikado
malakas mataas  mahina  mababa
magtiwala malawak  mag-alinlangan  makitid
magtagumpay malapot  mabig  malabnaw
masikip takot  maluwag  matapang
kongkreto sariwa  basal  bulok
mainit malapit  malamig  malayo
hinog loob  hilaw  labas
malawak palagi  makitid  bihira
kaibigan mataba  kaaway  payat
gutom magtagumpay  busog  mabig
maaraw simple  maulan  komplikado
mahal puno  mura expensive  walang
kaibigan langit  kaaway  lupa
masipag tama  tamad  mali
mabigat manalo  magaan  matalo
dito mayaman  diyan  mahirap
kongkreto malinaw  basal  malabo clear
basa suwerte  tuyo   malas
hawakan malinaw  bitawan  malabo clear
ikabit masipag  ihiwalay  tamad
buo mag-ipon  kulang  gumastos
hawakan loob  bitawan  labas
makapal manalo  manipis  matalo
ligtas mag-ipon  mapanganib  gumastos
itim kaibigan  puti  kaaway
ayusin buo  sirain   kulang
malakas simple  mahina  komplikado
dito ibigay  diyan  tanggapin
araw nakaraan  gabi   hinaharap 
mahirap mayaman  madali  mahirap
hinog maayos  hilaw  magulo
natural takot  artipisyal  matapang
panalo takot  talo  matapang
matagal ngiti  maigsi  simangot
araw bakante  gabi   okupado
lahat tulog  wala  gising 
mabilis magalang  mabagal  bastos
basa tunay  tuyo   peke
akyat posible  baba abante atras   imposible
malakas magkapareho  mahina  magkaiba
buhay mabuti  patay  masama
dumating sariwa  umalis  bulok
matangkad suwerte  pandak  malas
nakaraan tanong  hinaharap   sagot
malaki posible  maliit  imposible
akyat mahaba  baba abante atras   maikli
mabuti mapagbigay  masama  makasarili
basa makapal  tuyo   manipis
ngiti umpisa  simangot  wakas
loob mabuti  labas  masama
ibigay ito  tanggapin  iyan
hawakan magkapareho  bitawan  magkaiba
ikabit tandaan  ihiwalay  kalimutan
baguhan kongkreto  beterano  basal
bukas magtagumpay  sarado  mabig
maingay umpisa  tahimik  wakas
buo mag-ipon  kulang  gumastos
malinis marami  marumi  iilan
itigil mabangis  ituloy   maamo
marami matalim  iilan  mapurol
malambot tunay  matigas  peke
hinog una  hilaw  huli
maayos makinis  magulo  magaspang
mahal matangkad  mura expensive  pandak
matalim simple  mapurol  komplikado
mahiyain marami  agresibo  iilan
malinaw panalo  malabo clear  talo
nakaraan tunay  hinaharap   peke
dito natural  diyan  artipisyal
bukas maliwanag  sarado  madilim
langit mainit  lupa  malamig
magkapareho tulak  magkaiba  hila 
makinis mataba  magaspang  payat
mabuti malaki  masama  maliit
matagal tama  maigsi  mali
ito matalim  iyan  mapurol
masipag natural  tamad  artipisyal
ayusin masaya  sirain   malungkot
kaibigan magkapareho  kaaway  magkaiba
mainit tulog  malamig  gising 
langit takot  lupa  matapang
ibigay ngiti  tanggapin  simangot
mahirap natural  madali  artipisyal
akyat malapit  baba abante atras   malayo
mag-ipon magtiwala  gumastos  mag-alinlangan
mahaba simple  maikli  komplikado
magtagumpay magtiwala  mabig  mag-alinlangan
ito langit  iyan  lupa
mabuti mahirap  masama  madali
loob mahaba  labas  maikli
babae masaya  lalaki   malungkot
hawakan mag-ipon  bitawan  gumastos
makinis tandaan  magaspang  kalimutan
araw malapit  gabi   malayo
maliwanag matagal  madilim  maigsi
harap tulog  likod  gising 
manalo una  matalo  huli
mabuti tulog  masama  gising 
ayusin takot  sirain   matapang
hinog umpisa  hilaw  wakas
ikabit palagi  ihiwalay  bihira
ito simple  iyan  komplikado
nakaraan sariwa  hinaharap   bulok
magtiwala puno  mag-alinlangan  walang
gutom maaraw  busog  maulan
buo mahaba  kulang  maikli
malinis mayaman  marumi  mahirap
buhay takot  patay  matapang
mabigat suwerte  magaan  malas
dumating ito  umalis  iyan
mahal tama  mura expensive  mali
malalim pagsilang  mababaw  pagkamatay
mainit tunay  malamig  peke
loob tunay  labas  peke
ito puno  iyan  walang
mataba takot  payat  matapang
buhay matagal  patay  maigsi
maaga simple  huli  komplikado
itim malinis  puti  marumi
maingay malapit  tahimik  malayo
bago tama  luma   mali
maaga magtiwala  huli  mag-alinlangan
malaki mataas  maliit  mababa
mahal malinaw  mura expensive  malabo clear
matagal sariwa  maigsi  bulok
mahirap tunay  madali  peke
kaibigan suwerte  kaaway  malas
buhay makapal  patay  manipis
lahat posible  wala  imposible
bata takot  matanda   matapang
babae matagal  lalaki   maigsi
baguhan maaga  beterano  huli
basa matagal  tuyo   maigsi
ikabit maliwanag  ihiwalay  madilim
basa malinaw  tuyo   malabo clear
itigil panalo  ituloy   talo
mahirap mayaman  madali  mahirap
ihagis kaibigan  saluhin  kaaway
bago loob  luma   labas
gutom sariwa  busog  bulok
mabangis maganda  maamo  pangit
dito hulihin  diyan  pakawalan
bago mabilis  luma   mabagal
mahirap una  madali  huli
mataba tama  payat  mali
ayusin takot  sirain   matapang
matagal una  maigsi  huli
mahal mataba  mura expensive  payat
masikip puno  maluwag  walang
babae gutom  lalaki   busog
malinaw mataba  malabo clear  payat
lahat marami  wala  iilan
mapagbigay matalim  makasarili  mapurol
malambot sariwa  matigas  bulok
maingay magkapareho  tahimik  magkaiba
malawak mapagbigay  makitid  makasarili
itago manalo  ipakita  matalo
bakante mainit  okupado  malamig
magalang maganda  bastos  pangit
hawakan nakaraan  bitawan  hinaharap 
magtiwala mataas  mag-alinlangan  mababa
mayaman tulak  mahirap  hila 
ligtas masikip  mapanganib  maluwag
maliwanag matalim  madilim  mapurol
harap kanan  likod  kaliwa
harap marami  likod  iilan
buhay ngiti  patay  simangot
matalim mataas  mapurol  mababa
magalang mahaba  bastos  maikli
magalang takot  bastos  matapang
hinog mapagbigay  hilaw  makasarili
mabigat matagal  magaan  maigsi
mag-ipon malapot  gumastos  malabnaw
dito takot  diyan  matapang
malapot tunay  malabnaw  peke
bukas gutom  sarado  busog
langit maliwanag  lupa  madilim
mabilis tanong  mabagal  sagot
harap matagal  likod  maigsi
malaki simple  maliit  komplikado
malambot maliwanag  matigas  madilim
bukas mainit  sarado  malamig
