alam tama  batid  tumpak
hampas maliit  palo  munti
problema sagot  suliranin  tugon
likas maalaga  natural  maaruga
talaan tuwina  listahan  lagi
pumutok sumpa  sumabog  panata
mabango mahalaga  mahalimuyak  importante
karaniwan nakalilibang  ordinaryo  kawili-wili
buod palayaw  lagom  tawag
buod tamad  lagom  batugan
serbisyo tiyak  paglilingkod  sigurado
desisyon sidhi  pasiya  tindi
bukod-tangi uri  naiiba  klase
malamig upuan  maginaw  silya
pag-ibig tuwa  pagmamahal  galak
palengke wika  pamilihan  lengguwahe
katas labag  dagta  ilegal
saksi umiwas  testigo  umilag
nakalilibang naloko  kawili-wili  nalinlang
presko tuwa  maaliwalas  galak
laki sagot  sukat  tugon
asal mananahi  ugali  modista
lihim saranggola  sikreto  guryon
digmaan matipid  gera  maimot
magtiis taksil  magdusa  traidor
hatol sidhi  husga  tindi
problema tapang  suliranin  lakas-loob
likha magkagalit  gawa  magkaaway
kamukha saysay  kahawig  kabuluhan
damdamin mananahi  saloobin  modista
gobyerno mananahi  pamahalaan  modista
digmaan matagal  gera  malaon
kasabay presko  kasama  maaliwalas
hiram tamad  utang  batugan
matagal puhunan  malaon  kapital
paligsahan sang-ayon  timpalak  pabor
malinaw paligsahan  maliwanag  timpalak
anyo umiwas  itsura  umilag
kadamay saysay  kasangkot  kabuluhan
lugar paaralan  pook  eskuwelahan
edad landas  gulang  daan
makitid matalim  makipot  matalas
braso grupo  bisig  pangkat
magtira paningin  magtabi  pananaw
bulok umiwas  panis  umilag
asul mabango  bughaw  mahalimuyak
tamad tuwa  batugan  galak
paningin pumutok  pananaw  sumabog
duwag eksperto  bahag-buntot  dalubhasa
bisita kuwento  panauhin  salaysay
pumutok suweldo  sumabog  sahod
asul gaod  bughaw  sagwan
hardin mapagbigay  halamanan  bukas-palad
dami suweldo  bilang  sahod
hinuli masipag  dinakip  matiyaga
pamilya suwail  mag-anak  sutil
matamo premyo  makamit  gantimpala
malubha puhunan  malala  kapital
kapos lakbay  kulang  biyahe
matamo simula  makamit  umpisa
sinasaad tadhana  sinasabi  kapalaran
premyo taksil  gantimpala  traidor
kapos sumpa  kulang  panata
batayan malamig  basehan  maginaw
butil duwag  buto  bahag-buntot
dayuhan suntok  banyaga  sapok
kapos wika  kulang  lengguwahe
bahagi lakbay  parte  biyahe
bagyo kuwento  unos  salaysay
laki maalaga  sukat  maaruga
sigaw sumpa  hiyaw  panata
mahalaga pakiusap  importante  samo
dami mabaho  bilang  maalingasaw
nakaraan sundin  nakalipas  tumalima
puhunan tibok  kapital  pintig
dalampasigan magkalaban  baybayin  magkatunggali
maliit simot  munti  said
magisip-isip malubha  magmuni-muni  malala
opisina tamad  tanggapan  batugan
sinasaad tuwa  sinasabi  galak
gumaling plato  maghilom  pinggan
malinaw mayabang  maliwanag  hambog
dilat mabuti  mulat  mainam
ulam wika  putahe  lengguwahe
bahagi sang-ayon  parte  pabor
dami landas  bilang  daan
magkagalit mahalaga  magkaaway  importante
pag-ibig sanay  pagmamahal  bihasa
premyo pumunta  gantimpala  tumungo
labag nakaraan  ilegal  nakalipas
laki sandata  sukat  armas
lunas matagal  remedyo  malaon
gayahin mabuti  tularan  mainam
laki matapang  sukat  magiting
serbisyo tulong  paglilingkod  suporta
presko tiyak  maaliwalas  sigurado
magmadali pangarap  mag-apura  mithi
dala haka  hatid  hinala
sagot sobra  tugon  labis
maalaga sang-ayon  maaruga  pabor
dalampasigan sakay  baybayin  lulan
kriminal pag-ibig  salarin  pagmamahal
hatol magduda  husga  mag-alinlangan
magkasinggulang magusot  magkasintanda  malukot
bukod-tangi matipid  naiiba  maimot
bantog tirahan  tanyag  tahanan
bulok pasikut-sikot  panis  paliguy-ligoy
dekorasyon edad  palamuti  gulang
magkalaban mayabang  magkatunggali  hambog
anyaya simot  imbita  said
nakalilibang sakop  kawili-wili  saklaw
maawain nakalilibang  mahabagin  kawili-wili
tadhana tulong  kapalaran  suporta
hangad hinuli  nais  dinakip
suntok wika  sapok  lengguwahe
magusot sundin  malukot  tumalima
kapos pumunta  kulang  tumungo
sinasaad sundin  sinasabi  tumalima
magkalaban pangulo  magkatunggali  presidente
edad paaralan  gulang  eskuwelahan
balat-sibuyas plato  maramdamin  pinggan
pursiyento tuwina  bahagdan  lagi
mananahi tulong  modista  suporta
anyaya asul  imbita  bughaw
tama uri  tumpak  klase
angkop malinaw  akma  maliwanag
dalampasigan pumutok  baybayin  sumabog
sanay suntok  bihasa  sapok
lihim mabaho  sikreto  maalingasaw
kaakit-akit maalaga  maalindog  maaruga
kaakit-akit suwail  maalindog  sutil
gobyerno plato  pamahalaan  pinggan
maaari sagot  puwede  tugon
dala mapalad  hatid  masuwerte
pag-ibig palengke  pagmamahal  pamilihan
magtiis malamig  magdusa  maginaw
digmaan nakalilibang  gera  kawili-wili
tapang tirahan  lakas-loob  tahanan
pasikut-sikot sanay  paliguy-ligoy  bihasa
pag-ibig tirahan  pagmamahal  tahanan
sobra tapang  labis  lakas-loob
basahan katarungan  trapo  hustisya
sobra uri  labis  klase
angal tapang  reklamo  lakas-loob
pumunta sakay  tumungo  lulan
mabango magkagalit  mahalimuyak  magkaaway
bahagi dala  parte  hatid
pursiyento sakay  bahagdan  lulan
palayaw sagisag  tawag  simbolo
dalampasigan simula  baybayin  umpisa
away gumaling  laban  maghilom
suweldo taksil  sahod  traidor
paligsahan sagisag  timpalak  simbolo
mahigpit serbisyo  istrikto  paglilingkod
pantalon tapang  salawal  lakas-loob
lansangan palingun-lingon  kalye  palinga-linga
bukod-tangi maawain  naiiba  mahabagin
anyaya katas  imbita  dagta
bisita gramatika  panauhin  balarila
maliit wika  munti  lengguwahe
karaniwan laki  ordinaryo  sukat
karaniwan likha  ordinaryo  gawa
laki umako  sukat  umamin
naloko pulo  nalinlang  isla
titik umako  letra  umamin
pamilya wika  mag-anak  lengguwahe
opisina titik  tanggapan  letra
magisip-isip umiwas  magmuni-muni  umilag
lakbay tiyak  biyahe  sigurado
bilanggo pumutok  preso  sumabog
sobra wika  labis  lengguwahe
magusot umako  malukot  umamin
tadhana tuwa  kapalaran  galak
malakas saysay  matibay  kabuluhan
bukod-tangi mahigpit  naiiba  istrikto
magkalaban pursiyento  magkatunggali  bahagdan
opisina umiwas  tanggapan  umilag
hanapbuhay pumutok  trabaho  sumabog
mabuntis pag-ibig  magdalang-tao  pagmamahal
likas saysay  natural  kabuluhan
hugis mag-utos  korte  mag-atas
dulo sumpa  hangganan  panata
kriminal premyo  salarin  gantimpala
hangad saranggola  nais  guryon
simula sobra  umpisa  labis
makitid sawi  makipot  bigo
desisyon lungkot  pasiya  lumbay
kasabay matalim  kasama  matalas
malinaw masarap  maliwanag  malinamnam
liham paligsahan  sulat  timpalak
angal katarungan  reklamo  hustisya
buod simot  lagom  said
palayaw pangulo  tawag  presidente
tamad tapang  batugan  lakas-loob
sundin wika  tumalima  lengguwahe
baliktad premyo  tiwarik  gantimpala
dala simula  hatid  umpisa
pantalon ulam  salawal  putahe
suntok taksil  sapok  traidor
presko sumpa  maaliwalas  panata
kadamay sang-ayon  kasangkot  pabor
anyaya mapalad  imbita  masuwerte
mabuntis talaan  magdalang-tao  listahan
gobyerno sagisag  pamahalaan  simbolo
makata palayaw  poeta  tawag
karaniwan pakiusap  ordinaryo  samo
away kasali  basag-ulo  kalahok
dasal makintab  dalangin  makinang
magmukmok mahigpit  magmaktol  istrikto
likas palengke  natural  pamilihan
giba magmadali  wasak  mag-apura
premyo sumpa  gantimpala  panata
kaakit-akit mabuti  maalindog  mainam
kapos palayaw  kulang  tawag
aralin upuan  leksiyon  silya
makitid simot  makipot  said
hardin premyo  halamanan  gantimpala
bandila wika  watawat  lengguwahe
kasali taksil  kalahok  traidor
batayan mabaho  basehan  maalingasaw
magmadali pamaypay  mag-apura  abaniko
sanay wika  bihasa  lengguwahe
angal tuwa  reklamo  galak
malinaw matipid  maliwanag  maimot
bahala matagal  mananagot  malaon
grupo tamad  pangkat  batugan
simot tama  said  tumpak
sobra tama  labis  tumpak
magmukmok sanay  magmaktol  bihasa
matagal pumutok  malaon  sumabog
mabilis magkasinggulang  matulin  magkasintanda
bahala magmadali  mananagot  mag-apura
simula wakas  umpisa  katapusan
puwersa uri  lakas  klase
aksidente tadhana  sakuna  kapalaran
bihira madalas  madalang  malimit
gumaling sakop  maghilom  saklaw
dala maaari  hatid  puwede
tirahan umiwas  tahanan  umilag
kalihim magduda  sekretarya  mag-alinlangan
presko sagisag  maaliwalas  simbolo
maaari malinaw  puwede  maliwanag
tamad tulong  batugan  suporta
mabuti tama  mainam  tumpak
libingan masipag  sementeryo  matiyaga
magmadali mahigpit  mag-apura  istrikto
labag pasikut-sikot  ilegal  paliguy-ligoy
dayuhan landas  banyaga  daan
edad makata  gulang  poeta
buod kadamay  lagom  kasangkot
magisip-isip nakatago  magmuni-muni  nakakubli
kasali matapang  kalahok  magiting
alaala maaari  gunita  puwede
tapang ulam  lakas-loob  putahe
mabilis sidhi  matulin  tindi
kasabay maawain  kasama  mahabagin
simot tiyak  said  sigurado
hugis saranggola  korte  guryon
gaod giba  sagwan  wasak
gitna kuwento  sentro  salaysay
butil kaakit-akit  buto  maalindog
laki magtiis  sukat  magdusa
pantalon sundin  salawal  tumalima
saranggola tuwina  guryon  lagi
kalbo sigaw  panot  hiyaw
palayaw tulong  tawag  suporta
dalampasigan malubha  baybayin  malala
lansangan pangulo  kalye  presidente
malakas pag-ibig  matibay  pagmamahal
dekorasyon pag-ibig  palamuti  pagmamahal
bisita plato  panauhin  pinggan
bukod-tangi edad  naiiba  gulang
kriminal ulam  salarin  putahe
taksil tirahan  traidor  tahanan
liham nakatago  sulat  nakakubli
sanay tuwina  bihasa  lagi
maawain sidhi  mahabagin  tindi
premyo pumutok  gantimpala  sumabog
magulat wika  mabigla  lengguwahe
sagisag upuan  simbolo  silya
bantog matipid  tanyag  maimot
lugar sundin  pook  tumalima
bintang tamad  paratang  batugan
pangulo saksi  presidente  testigo
gusto ibig hatol  hilig  husga
gobyerno magulat  pamahalaan  mabigla
serbisyo tibok  paglilingkod  pintig
tamad tunay  batugan  totoo
simot sinasaad  said  sinasabi
saysay silbi  kabuluhan  gamit
sawi sinasaad  bigo  sinasabi
gayahin paligsahan  tularan  timpalak
hatol matapang  husga  magiting
hatol mapalad  husga  masuwerte
plato tamad  pinggan  batugan
matalim premyo  matalas  gantimpala
suwail tadhana  sutil  kapalaran
kalihim sakay  sekretarya  lulan
magkalaban pangulo  magkatunggali  presidente
lugar pulo  pook  isla
sumpa umako  panata  umamin
katas palayaw  dagta  tawag
maaari tuwina  puwede  lagi
hugis opisina  korte  tanggapan
malinaw wika  maliwanag  lengguwahe
tala tama  bituin  tumpak
magkalaban tuwa  magkatunggali  galak
malakas sinasaad  matibay  sinasabi
mahigpit problema  istrikto  suliranin
sinasaad titik  sinasabi  letra
gayahin pulo  tularan  isla
aralin landas  leksiyon  daan
magduda naloko  mag-alinlangan  nalinlang
anyo bukod-tangi  itsura  naiiba
kriminal magulat  salarin  mabigla
labag pumalit  ilegal  humalili
bisita pumunta  panauhin  tumungo
pamilya simot  mag-anak  said
libingan tirahan  sementeryo  tahanan
lunas makitid  remedyo  makipot
alam sagisag  batid  simbolo
balat-sibuyas mabaho  maramdamin  maalingasaw
aralin dalampasigan  leksiyon  baybayin
alam maliit  batid  munti
labag matalim  ilegal  matalas
pursiyento sidhi  bahagdan  tindi
sandata saranggola  armas  guryon
tamad umiwas  batugan  umilag
grupo paningin  pangkat  pananaw
liham paligsahan  sulat  timpalak
matagal pursiyento  malaon  bahagdan
sakop wakas  saklaw  katapusan
magmukmok pumalit  magmaktol  humalili
digmaan mabuntis  gera  magdalang-tao
dilat pag-ibig  mulat  pagmamahal
bandila premyo  watawat  gantimpala
mapalad suntok  masuwerte  sapok
sawi umiwas  bigo  umilag
mapagbigay tama  bukas-palad  tumpak
gitna maawain  sentro  mahabagin
berde saranggola  luntian  guryon
handog lansangan  alay  kalye
boses maliit  tinig  munti
sobra tiyak  labis  sigurado
away nakaraan  laban  nakalipas
kriminal pamaypay  salarin  abaniko
lakbay palengke  biyahe  pamilihan
palingun-lingon pantalon  palinga-linga  salawal
mapagbigay suweldo  bukas-palad  sahod
hurno kriminal  pugon  salarin
katarungan palingun-lingon  hustisya  palinga-linga
bunga sang-ayon  resulta  pabor
boses buod  tinig  lagom
mahigpit masarap  istrikto  malinamnam
mapalad pangarap  masuwerte  mithi
angkop pasikut-sikot  akma  paliguy-ligoy
lansangan maaari  kalye  puwede
edad sobra  gulang  labis
pakiusap tadhana  samo  kapalaran
pamaypay sang-ayon  abaniko  pabor
lansangan mabilis  kalye  matulin
opisina pamilya  tanggapan  mag-anak
kapos sang-ayon  kulang  pabor
serbisyo tama  paglilingkod  tumpak
nakaraan tunay  nakalipas  totoo
kaakit-akit serbisyo  maalindog  paglilingkod
lungkot ulam  lumbay  putahe
berde sagot  luntian  tugon
mag-utos upuan  mag-atas  silya
berde eksperto  luntian  dalubhasa
duwag plato  bahag-buntot  pinggan
gayahin sawi  tularan  bigo
magisip-isip pantalon  magmuni-muni  salawal
matagal tamad  malaon  batugan
mabaho pumutok  maalingasaw  sumabog
lunas naloko  remedyo  nalinlang
anyo serbisyo  itsura  paglilingkod
pamilya tulong  mag-anak  suporta
libingan puhunan  sementeryo  kapital
sakay sandata  lulan  armas
hangad mapagbigay  nais  bukas-palad
palingun-lingon pasikut-sikot  palinga-linga  paliguy-ligoy
kalbo tibok  panot  pintig
mabaho pamilya  maalingasaw  mag-anak
libingan maalaga  sementeryo  maaruga
matapang puwersa  magiting  lakas
bunga lansangan  resulta  kalye
katarungan matipid  hustisya  maimot
desisyon dulo  pasiya  hangganan
sobra suwail  labis  sutil
bagyo sinasaad  unos  sinasabi
gitna upuan  sentro  silya
mabuti ulam  mainam  putahe
digmaan pasikut-sikot  gera  paliguy-ligoy
sagisag suntok  simbolo  sapok
bata puwersa  musmos  lakas
pamaypay pasikut-sikot  abaniko  paliguy-ligoy
lugar tunay  pook  totoo
sagisag sobra  simbolo  labis
masipag sakay  matiyaga  lulan
madalas matamo  malimit  makamit
tiyak tuwa  sigurado  galak
sagot upuan  tugon  silya
magisip-isip palingun-lingon  magmuni-muni  palinga-linga
mapagbigay tuwina  bukas-palad  lagi
hanapbuhay problema  trabaho  suliranin
matagal suweldo  malaon  sahod
suweldo ulam  sahod  putahe
mapalad matipid  masuwerte  maimot
opisina taksil  tanggapan  traidor
maawain mabuntis  mahabagin  magdalang-tao
taksil wakas  traidor  katapusan
giba tadhana  wasak  kapalaran
karaniwan mananahi  ordinaryo  modista
asul magtiis  bughaw  magdusa
desisyon pangarap  pasiya  mithi
umiwas upuan  umilag  silya
braso mabango  bisig  mahalimuyak
kuwento magtira  salaysay  magtabi
kaibigan magkalaban  katoto  magkatunggali
pangarap tirahan  mithi  tahanan
magastos prutas  magugol  bungang-kahoy
mabuti sinasaad  mainam  sinasabi
hurno palayaw  pugon  tawag
gaod katas  sagwan  dagta
simot tunay  said  totoo
sumpa ulam  panata  putahe
palengke simot  pamilihan  said
magmukmok mahigpit  magmaktol  istrikto
katarungan nakaraan  hustisya  nakalipas
likas tama  natural  tumpak
bilanggo pangulo  preso  presidente
maaari suweldo  puwede  sahod
magastos upuan  magugol  silya
palayaw wakas  tawag  katapusan
sidhi sumpa  tindi  panata
dalampasigan magusot  baybayin  malukot
kapos labag  kulang  ilegal
ulam umako  putahe  umamin
malubha tibok  malala  pintig
kapos matipid  kulang  maimot
tuwa umako  galak  umamin
pirma sidhi  lagda  tindi
lungkot maliit  lumbay  munti
palengke pirma  pamilihan  lagda
masarap suntok  malinamnam  sapok
kadamay pumutok  kasangkot  sumabog
pulo taksil  isla  traidor
labag matapang  ilegal  magiting
maawain simula  mahabagin  umpisa
bilanggo pirma  preso  lagda
presko tapang  maaliwalas  lakas-loob
alaala tibok  gunita  pintig
nakaraan sawi  nakalipas  bigo
suntok suweldo  sapok  sahod
malubha plato  malala  pinggan
puwersa sumpa  lakas  panata
likas sagisag  natural  simbolo
gusto ibig mag-utos  hilig  mag-atas
hiram mapagbigay  utang  bukas-palad
naloko premyo  nalinlang  gantimpala
duwag tunay  bahag-buntot  totoo
haka paningin  hinala  pananaw
bihira nakalilibang  madalang  kawili-wili
maawain pakiusap  mahabagin  samo
saysay taksil  kabuluhan  traidor
maalaga tuwina  maaruga  lagi
alam harang  batid  hadlang
kadamay plato  kasangkot  pinggan
bisita dalampasigan  panauhin  baybayin
madalas saranggola  malimit  guryon
gaod suntok  sagwan  sapok
baliktad sigaw  tiwarik  hiyaw
saksi umiwas  testigo  umilag
saranggola simot  guryon  said
dalampasigan pila  baybayin  hanay
hangad lunas  nais  remedyo
puhunan sawi  kapital  bigo
palengke sanay  pamilihan  bihasa
titik umiwas  letra  umilag
katarungan lihim  hustisya  sikreto
batayan lihim  basehan  sikreto
bisita umiwas  panauhin  umilag
magduda mahigpit  mag-alinlangan  istrikto
makintab puwersa  makinang  lakas
kriminal lansangan  salarin  kalye
lunas maawain  remedyo  mahabagin
pulo tiyak  isla  sigurado
dahan-dahan titik  hinay-hinay  letra
mabilis maliit  matulin  munti
problema pumalit  suliranin  humalili
bisita sanay  panauhin  bihasa
palayaw upuan  tawag  silya
mag-utos paningin  mag-atas  pananaw
gramatika mananahi  balarila  modista
alapaap butil  ulap  buto
hatol palayaw  husga  tawag
batayan magtira  basehan  magtabi
sigaw ulam  hiyaw  putahe
tuwina umako  lagi  umamin
pasikut-sikot tamad  paliguy-ligoy  batugan
lihim uri  sikreto  klase
paaralan sidhi  eskuwelahan  tindi
gramatika harang  balarila  hadlang
harang mag-utos  hadlang  mag-atas
sidhi sobra  tindi  labis
asal kamukha  ugali  kahawig
magduda makintab  mag-alinlangan  makinang
mabuntis pamaypay  magdalang-tao  abaniko
digmaan naloko  gera  nalinlang
landas mabaho  daan  maalingasaw
dalampasigan edad  baybayin  gulang
hugis taksil  korte  traidor
paligsahan tulong  timpalak  suporta
hiram mag-utos  utang  mag-atas
kaakit-akit wika  maalindog  lengguwahe
magmukmok maliit  magmaktol  munti
berde suwail  luntian  sutil
dahan-dahan gayahin  hinay-hinay  tularan
silbi umako  gamit  umamin
matalim pursiyento  matalas  bahagdan
masarap pag-ibig  malinamnam  pagmamahal
bandila malubha  watawat  malala
desisyon digmaan  pasiya  gera
presko tuwa  maaliwalas  galak
mahigpit pangarap  istrikto  mithi
alam sanay  batid  bihasa
pasikut-sikot wakas  paliguy-ligoy  katapusan
dami tuwina  bilang  lagi
bulok magulat  panis  mabigla
kapos pamaypay  kulang  abaniko
asal kaakit-akit  ugali  maalindog
malamig sinasaad  maginaw  sinasabi
mabaho sobra  maalingasaw  labis
simot simula  said  umpisa
gaod ulam  sagwan  putahe
malakas pila  matibay  hanay
bihira pirma  madalang  lagda
anyaya gaod  imbita  sagwan
palayaw sawi  tawag  bigo
basahan kama  trapo  higaan
plato sigaw  pinggan  hiyaw
malubha sakop  malala  saklaw
nakatago sakay  nakakubli  lulan
saranggola silbi  guryon  gamit
dulo kalbo  hangganan  panot
baliktad magmukmok  tiwarik  magmaktol
sawi tadhana  bigo  kapalaran
dayuhan gumaling  banyaga  maghilom
mabango pag-ibig  mahalimuyak  pagmamahal
pakiusap plato  samo  pinggan
nakatago pangarap  nakakubli  mithi
nakatago sandata  nakakubli  armas
mabaho mahalaga  maalingasaw  importante
bigat paningin  timbang  pananaw
nakalilibang sumpa  kawili-wili  panata
saksi suntok  testigo  sapok
saksi sandata  testigo  armas
malubha wika  malala  lengguwahe
anyaya gayahin  imbita  tularan
hampas puhunan  palo  kapital
maliit prutas  munti  bungang-kahoy
asal maaari  ugali  puwede
tirahan wakas  tahanan  katapusan
sang-ayon tala  pabor  bituin
likas palengke  natural  pamilihan
edad gayahin  gulang  tularan
malamig palayaw  maginaw  tawag
pangarap puhunan  mithi  kapital
matamo serbisyo  makamit  paglilingkod
likha sobra  gawa  labis
pumalit simot  humalili  said
malubha sakop  malala  saklaw
bunga pag-ibig  resulta  pagmamahal
talaan upuan  listahan  silya
dala pumalit  hatid  humalili
magduda masarap  mag-alinlangan  malinamnam
tunay ulam  totoo  putahe
duwag sigaw  bahag-buntot  hiyaw
maalaga suweldo  maaruga  sahod
sagisag ulam  simbolo  putahe
presko umiwas  maaliwalas  umilag
bigat eksperto  timbang  dalubhasa
mabuntis saysay  magdalang-tao  kabuluhan
kuwento sang-ayon  salaysay  pabor
pantalon sanay  salawal  bihasa
pag-ibig palayaw  pagmamahal  tawag
alaala dala  gunita  hatid
lunas taksil  remedyo  traidor
deretso sanay  tuwid  bihasa
bihira palengke  madalang  pamilihan
gramatika ulam  balarila  putahe
presko pumutok  maaliwalas  sumabog
deretso mapagbigay  tuwid  bukas-palad
suntok tamad  sapok  batugan
bigat dalampasigan  timbang  baybayin
balat-sibuyas bisita  maramdamin  panauhin
bahagi talaan  parte  listahan
mabilis palingun-lingon  matulin  palinga-linga
hurno mabuti  pugon  mainam
bagyo matagal  unos  malaon
damdamin matapang  saloobin  magiting
magulat pursiyento  mabigla  bahagdan
saysay tadhana  kabuluhan  kapalaran
batayan wika  basehan  lengguwahe
sinasaad wika  sinasabi  lengguwahe
lunas suwail  remedyo  sutil
hugis maalaga  korte  maaruga
pakiusap pamaypay  samo  abaniko
mabilis paaralan  matulin  eskuwelahan
simot tiyak  said  sigurado
landas makata  daan  poeta
braso hanapbuhay  bisig  trabaho
damdamin pangarap  saloobin  mithi
hanapbuhay wika  trabaho  lengguwahe
magisip-isip magmukmok  magmuni-muni  magmaktol
eksperto hatol  dalubhasa  husga
premyo tuwina  gantimpala  lagi
likha sakop  gawa  saklaw
gumaling pangarap  maghilom  mithi
simot wakas  said  katapusan
hinuli tuwa  dinakip  galak
malinaw mananahi  maliwanag  modista
lunas premyo  remedyo  gantimpala
bagyo tulong  unos  suporta
kalbo tirahan  panot  tahanan
kalihim pirma  sekretarya  lagda
sigaw tiyak  hiyaw  sigurado
hanapbuhay makintab  trabaho  makinang
bulok duwag  panis  bahag-buntot
malakas pamaypay  matibay  abaniko
away likha  basag-ulo  gawa
kriminal opisina  salarin  tanggapan
angal iboto  reklamo  ihalal
edad lugar  gulang  pook
aksidente anyaya  sakuna  imbita
grupo sagot  pangkat  tugon
kasabay matagal  kasama  malaon
sumpa suweldo  panata  sahod
dasal masarap  dalangin  malinamnam
dasal simula  dalangin  umpisa
hugis sinasaad  korte  sinasabi
hatol tulong  husga  suporta
mabilis mabuti  matulin  mainam
plato ulam  pinggan  putahe
pantalon tuwina  salawal  lagi
kuwento sanay  salaysay  bihasa
titik uri  letra  klase
lungkot paligsahan  lumbay  timpalak
edad lakbay  gulang  biyahe
mabuti wakas  mainam  katapusan
magastos makitid  magugol  makipot
angal kaibigan  reklamo  katoto
mabuti tadhana  mainam  kapalaran
lansangan pursiyento  kalye  bahagdan
mabuntis tama  magdalang-tao  tumpak
suwail uri  sutil  klase
suweldo ulam  sahod  putahe
dahan-dahan pulo  hinay-hinay  isla
kasabay silbi  kasama  gamit
mayabang problema  hambog  suliranin
lansangan problema  kalye  suliranin
mahalaga tapang  importante  lakas-loob
bunga laki  resulta  sukat
alam laki  batid  sukat
deretso magtira  tuwid  magtabi
kaibigan labag  katoto  ilegal
magastos pirma  magugol  lagda
baliktad magmadali  tiwarik  mag-apura
puhunan saranggola  kapital  guryon
pumalit sobra  humalili  labis
magkalaban palayaw  magkatunggali  tawag
suweldo wakas  sahod  katapusan
magduda malubha  mag-alinlangan  malala
maliit malinaw  munti  maliwanag
haka umako  hinala  umamin
gusto ibig saksi  hilig  testigo
haka kalihim  hinala  sekretarya
lakbay mabilis  biyahe  matulin
palayaw pamilya  tawag  mag-anak
magisip-isip pag-ibig  magmuni-muni  pagmamahal
likas mayabang  natural  hambog
liham pasikut-sikot  sulat  paliguy-ligoy
tulong uri  suporta  klase
sandata tamad  armas  batugan
deretso magkagalit  tuwid  magkaaway
mayabang sakay  hambog  lulan
maliit tama  munti  tumpak
tama tuwa  tumpak  galak
sawi silbi  bigo  gamit
kama pamilya  higaan  mag-anak
libingan makata  sementeryo  poeta
bulok maalaga  panis  maaruga
magulat saksi  mabigla  testigo
makintab sakop  makinang  saklaw
simot tirahan  said  tahanan
dayuhan nakaraan  banyaga  nakalipas
magusot malakas  malukot  matibay
mabuntis suwail  magdalang-tao  sutil
puhunan talaan  kapital  listahan
libingan tulong  sementeryo  suporta
digmaan matipid  gera  maimot
angkop magusot  akma  malukot
gitna plato  sentro  pinggan
magtiis mayabang  magdusa  hambog
alam likas  batid  natural
basahan mahigpit  trapo  istrikto
bahala palengke  mananagot  pamilihan
bantog hanapbuhay  tanyag  trabaho
paligsahan prutas  timpalak  bungang-kahoy
mahigpit simula  istrikto  umpisa
mapalad upuan  masuwerte  silya
sidhi tuwina  tindi  lagi
gusto ibig sumpa  hilig  panata
away pag-ibig  basag-ulo  pagmamahal
mapalad premyo  masuwerte  gantimpala
sakop uri  saklaw  klase
bahala dalampasigan  mananagot  baybayin
liham mabuti  sulat  mainam
matipid simot  maimot  said
serbisyo simot  paglilingkod  said
bigat magusot  timbang  malukot
kadamay suwail  kasangkot  sutil
pila uri  hanay  klase
pirma prutas  lagda  bungang-kahoy
hatol suntok  husga  sapok
tibok uri  pintig  klase
malamig sagot  maginaw  tugon
lungkot plato  lumbay  pinggan
haka matipid  hinala  maimot
sinasaad upuan  sinasabi  silya
nakatago sang-ayon  nakakubli  pabor
gumaling ulam  maghilom  putahe
hurno kriminal  pugon  salarin
anyo palingun-lingon  itsura  palinga-linga
palayaw saranggola  tawag  guryon
magtiis prutas  magdusa  bungang-kahoy
kalihim tamad  sekretarya  batugan
edad kadamay  gulang  kasangkot
problema tulong  suliranin  suporta
hiram pag-ibig  utang  pagmamahal
tuwa wika  galak  lengguwahe
sakay sobra  lulan  labis
pantalon pursiyento  salawal  bahagdan
sagisag sang-ayon  simbolo  pabor
magmukmok makata  magmaktol  poeta
karaniwan sandata  ordinaryo  armas
nakatago pila  nakakubli  hanay
maawain magkasinggulang  mahabagin  magkasintanda
alaala pakiusap  gunita  samo
sumpa tapang  panata  lakas-loob
pamilya saysay  mag-anak  kabuluhan
matapang taksil  magiting  traidor
desisyon opisina  pasiya  tanggapan
karaniwan mabilis  ordinaryo  matulin
butil magduda  buto  mag-alinlangan
kaakit-akit opisina  maalindog  tanggapan
hugis malinaw  korte  maliwanag
mabango magmadali  mahalimuyak  mag-apura
silbi wika  gamit  lengguwahe
magduda silbi  mag-alinlangan  gamit
nakatago tala  nakakubli  bituin
magduda pulo  mag-alinlangan  isla
damdamin matipid  saloobin  maimot
eksperto paaralan  dalubhasa  eskuwelahan
sagisag sakay  simbolo  lulan
bilanggo makata  preso  poeta
makintab premyo  makinang  gantimpala
alam tiyak  batid  sigurado
puwersa sigaw  lakas  hiyaw
angal labag  reklamo  ilegal
sakop wika  saklaw  lengguwahe
palayaw tapang  tawag  lakas-loob
lakbay saysay  biyahe  kabuluhan
asal magusot  ugali  malukot
gusto ibig karaniwan  hilig  ordinaryo
hinuli pasikut-sikot  dinakip  paliguy-ligoy
mabuntis palengke  magdalang-tao  pamilihan
gaod sobra  sagwan  labis
talaan tamad  listahan  batugan
maawain tuwa  mahabagin  galak
pangulo silbi  presidente  gamit
tirahan wakas  tahanan  katapusan
tala tuwa  bituin  galak
dalampasigan hardin  baybayin  halamanan
mahigpit uri  istrikto  klase
lihim makintab  sikreto  makinang
bulok problema  panis  suliranin
prutas tapang  bungang-kahoy  lakas-loob
gayahin maliit  tularan  munti
dami magmukmok  bilang  magmaktol
magulat tamad  mabigla  batugan
baliktad naloko  tiwarik  nalinlang
gitna mapagbigay  sentro  bukas-palad
